VI Start	Date	Time	Alkali	 	Isolde/Buncher	 	Buncher/Isep1	 	Buncher/Isep2	 	MR-TOF UHV	 	Isep/Cube	 	Cube	 	Lower diff	 	Upper diff	 	Cryopot	 	Cryopump	 	MCP5	 	Rough0	 	Rough1	 	IsepPrevac2	 	IsepPrevac1	 	Rough2	 	Rough3	 	Rough4	 	Rough5	 	Rough6	 	Helium	 	LIS	 	
	11/27/2019	4:51:57 PM	1.8E-6	data OK	2.0E-6	data OK	9.9E-3	sensor off	9.9E-3	sensor off	0.0E+0		9.9E-3	sensor off	9.9E-3	sensor off	9.9E-3	sensor off	9.9E-3	sensor off	9.9E-3	sensor off	9.9E-3	sensor off	9.9E-3	sensor off	5.7E-3	data OK	1.2E-2	data OK	9.9E-3	data OK	1.4E-3	data OK	1.5E-2	data OK	1.5E-2	data OK	2.1E-2	data OK	2.4E-2	data OK	3.7E-2	data OK	0.0E+0	data OK	9.9E-3	sensor off
	11/27/2019	5:01:48 PM	1.2E-6	data OK	1.8E-7	data OK	1.8E-7	data OK	1.2E-8	data OK	0.0E+0		9.9E-3	sensor off	4.1E-6	data OK	1.5E-7	data OK	6.1E-8	data OK	9.9E-3	overrange	5.6E-5	data OK	1.1E-5	data OK	5.5E-3	data OK	1.2E-2	data OK	9.7E-3	data OK	1.4E-3	data OK	1.6E-2	data OK	1.6E-2	data OK	2.1E-2	data OK	4.3E-2	data OK	3.8E-2	data OK	0.0E+0	data OK	9.9E-3	sensor off
